Name,Phone Number,Category,Product,Customer Review (Score),Detailed Review (Product),Email,State,Address,Customer Review (Site),Most Bought,Most Searched,Churning Score
Zara Dube,7629111618,Home Appliances,Microwave,2.6,"The product is decent, but delivery took too long.",piya53@yahoo.com,Maharashtra,"53/15, Vora Path, Durgapur 752382",2.5,Air Conditioner,Refrigerator,6
Pari Chacko,02323407542,Beauty,Foundation,3.2,Amazing features at this price! Highly recommended.,rattansamiha@setty.org,Gujarat,"21/54
Bahri Path, Thoothukudi-580210",4.5,Perfume,Lipstick,39
Dishani Gala,8438252566,Home Appliances,Air Conditioner,4.3,Superb performance! Exceeded my expectations.,renee18@hotmail.com,Meghalaya,"16, Ranganathan Chowk, Anand 610129",4.6,Microwave,Air Conditioner,87
Siya Krishna,05831965546,Beauty,Foundation,4.3,"The product is decent, but delivery took too long.",lagansingh@khosla.com,Meghalaya,"05/444
Dayal Ganj
Tirupati 390253",2.7,Lipstick,Face Cream,93
Yashvi Halder,0931266675,Books,Fiction,4.1,Great value for money. Will buy again.,bordeeshani@bhatnagar.com,Maharashtra,"15/475
Date Street, Shivpuri-580991",4.9,Fiction,Educational,21
Damini Chaudhari,9.16425E+11,Home Appliances,Washing Machine,3.5,Loved it! Exactly what I was looking for.,gchaudhry@lata.com,Uttarakhand,"52/586
Choudhury Ganj, Sambalpur-983757",2.7,Refrigerator,Microwave,77
Divit Deol,6266263860,Clothing,Shoes,1.1,Great value for money. Will buy again.,gadeprerak@hotmail.com,Telangana,"336, Tailor Chowk
Tirunelveli-945575",2.5,T-shirt,Jeans,71
Vedika Ghosh,9.10396E+11,Home Appliances,Microwave,4.2,Loved it! Exactly what I was looking for.,tsandal@hotmail.com,Kerala,"99, Desai Ganj
Pimpri-Chinchwad-714592",2.3,Microwave,Microwave,68
Yashvi Sandal,02197352471,Books,Fiction,4.8,Poor customer service. The product was damaged on arrival.,stuvan05@atwal.com,Himachal Pradesh,"82/61, Rau Street, Bhavnagar-939771",3.1,Comics,Non-fiction,17
Nakul Subramaniam,9.17161E+11,Beauty,Face Cream,3.3,Average product. Expected better quality.,sbandi@yahoo.com,Uttarakhand,"425
Mangal Nagar
Bongaigaon 394171",1.4,Foundation,Face Cream,63
Kartik Sanghvi,9.12555E+11,Books,Educational,2.3,"Works well, but could be improved in durability.",akarsh39@gulati-amble.com,Rajasthan,"H.No. 60, Ahluwalia Circle, Buxar-267039",2.1,Fiction,Non-fiction,94
Pihu Balakrishnan,04552188979,Home Appliances,Refrigerator,2.6,Superb performance! Exceeded my expectations.,chahaltrisha@gmail.com,Sikkim,"H.No. 816, Dhaliwal Street, Aurangabad 066609",3.3,Air Conditioner,Refrigerator,56
Ojas Borra,07527986835,Books,Educational,3.7,Excellent quality! Very satisfied with the purchase.,pihusridhar@gmail.com,Manipur,"19, Char Path
Karnal-801038",1.8,Educational,Fiction,44
Kavya Lal,1409035251,Sports,Football,3.2,Excellent quality! Very satisfied with the purchase.,gtandon@yahoo.com,Madhya Pradesh,"91
Grewal
Berhampore 087760",1.4,Cricket Bat,Cricket Bat,92
Nitara Thakkar,7786151579,Beauty,Lipstick,3.3,Loved it! Exactly what I was looking for.,sanediya@sharma-hegde.org,Himachal Pradesh,"53
Sundaram Zila, Howrah-758932",1.3,Lipstick,Lipstick,47
Ishita Mahajan,5313794218,Electronics,Tablet,2.3,Amazing features at this price! Highly recommended.,ranbirsubramaniam@srivastava.com,Karnataka,"H.No. 97
Dora Street
Ratlam-387127",1.8,Tablet,Headphones,38
Taimur Khurana,0810159713,Home Appliances,Air Conditioner,1.3,Average product. Expected better quality.,anayaraja@sood.com,Bihar,"91/374
Varma Street, Rampur 703999",4.6,Air Conditioner,Refrigerator,75
Rhea Chauhan,9.15718E+11,Home Appliances,Air Conditioner,4.4,Poor customer service. The product was damaged on arrival.,umagar@yahoo.com,Manipur,"51/83, Ganesh Chowk
Hindupur 334768",2.8,Air Conditioner,Washing Machine,7
Diya Chokshi,9.19295E+11,Books,Non-fiction,5,Average product. Expected better quality.,mjohal@yahoo.com,Telangana,"62/65, Batta Road
Ahmednagar-168653",2.2,Fiction,Non-fiction,84
Mehul Bhattacharyya,4869930342,Books,Educational,2,Average product. Expected better quality.,evavarghese@sangha.org,Mizoram,"H.No. 13, Sha Zila
Bhalswa Jahangir Pur 342742",2.6,Non-fiction,Fiction,56
Vivaan Bahri,2905914725,Home Appliances,Refrigerator,4,Superb performance! Exceeded my expectations.,tankfaiyaz@iyer.org,Haryana,"73/033, Yohannan Circle, Saharanpur-707053",4.6,Refrigerator,Air Conditioner,25
Dhanuk Chandran,07290001276,Beauty,Lipstick,1.3,Great value for money. Will buy again.,parikhosla@kothari.com,Tamil Nadu,"255
Soni Ganj, Hubli–Dharwad-771675",2.1,Foundation,Lipstick,6
Ishaan Bal,9763699342,Books,Fiction,4.7,Average product. Expected better quality.,kundashray@rege.com,Punjab,"H.No. 59, Ganesan Nagar, Gwalior 592436",4.2,Comics,Fiction,94
Hridaan Zacharia,05938303310,Electronics,Headphones,4.8,Great value for money. Will buy again.,jshanker@hotmail.com,Arunachal Pradesh,"40/48, Kunda Marg, Salem 169493",4.2,Tablet,Laptop,6
Jivin Bobal,7022522206,Electronics,Tablet,4.3,Great value for money. Will buy again.,zlanka@goyal.com,Uttarakhand,"82, Amble Ganj
Hospet-256338",4.8,Headphones,Headphones,73
Gatik Sura,2781026015,Books,Educational,1.1,Average product. Expected better quality.,banne@jain.com,Nagaland,"36
Chaudhari Nagar, Thane-385247",3,Non-fiction,Comics,47
Indranil Raju,8557554659,Beauty,Perfume,2.2,Poor customer service. The product was damaged on arrival.,kiaan80@hotmail.com,Gujarat,"H.No. 34
Vig Road
Bokaro-866171",4,Perfume,Perfume,79
Akarsh Mane,04359030008,Sports,Cricket Bat,2.9,"Works well, but could be improved in durability.",srinivasmamooty@saini-bhatia.biz,Arunachal Pradesh,"41/905, Dasgupta Circle
Raichur 909542",4.7,Yoga Mat,Badminton Racket,42
Darshit Vyas,9.19016E+11,Electronics,Headphones,3.9,"Works well, but could be improved in durability.",ivan32@sachdev.info,Mizoram,"59/862, Dalal Street
Ghaziabad-572916",3.8,Smartphone,Tablet,2
Vidur Dua,04290083746,Electronics,Tablet,3.9,Great value for money. Will buy again.,yohannanriya@yahoo.com,Sikkim,"H.No. 80
Bhatnagar Chowk, Katni 371161",3.1,Smartwatch,Tablet,69
Akarsh Rana,9494046713,Electronics,Laptop,1.5,Great value for money. Will buy again.,waliaranbir@loke.org,Tamil Nadu,"689, Sathe Ganj, Bhagalpur-574761",2.5,Smartwatch,Headphones,80
Seher Handa,01052373899,Books,Educational,2.5,Poor customer service. The product was damaged on arrival.,ltara@gmail.com,Assam,"H.No. 915, Char Path, Bahraich-532908",1.8,Fiction,Educational,46
Drishya Korpal,4001597705,Electronics,Smartphone,1.6,"Works well, but could be improved in durability.",nityachandra@yahoo.com,West Bengal,"326
De Chowk, Asansol-698443",4.9,Tablet,Headphones,10
Kavya Halder,8105535730,Sports,Yoga Mat,4,Not as described. Disappointed with the quality.,isarna@hotmail.com,Maharashtra,"H.No. 12, Hayre Marg, Bidhannagar-650481",4.9,Yoga Mat,Cricket Bat,31
Mahika Maharaj,8290142356,Electronics,Tablet,4.4,Superb performance! Exceeded my expectations.,advika53@chowdhury.com,Mizoram,"095
Salvi Zila, Kishanganj-255168",2.9,Tablet,Smartphone,41
Onkar Rau,9.19911E+11,Home Appliances,Air Conditioner,4.9,Superb performance! Exceeded my expectations.,shroffryan@gmail.com,Arunachal Pradesh,"81, Gandhi Path, Mahbubnagar-949270",1,Air Conditioner,Refrigerator,52
Riaan Sandal,09111594312,Beauty,Foundation,4.6,Loved it! Exactly what I was looking for.,advikashukla@yahoo.com,Nagaland,"H.No. 118, Saini Road
Naihati 644627",4.1,Foundation,Lipstick,58
Parinaaz Bhardwaj,4983163165,Electronics,Laptop,4.4,Superb performance! Exceeded my expectations.,ganeshuthkarsh@gmail.com,Meghalaya,"66/19
Korpal Chowk
Aizawl 308494",3,Smartwatch,Smartwatch,11
Damini Uppal,6580728948,Beauty,Face Cream,4.5,Great value for money. Will buy again.,jiyengar@das-chaudhry.biz,Meghalaya,"29/53, Venkatesh Ganj
Nangloi Jat 036070",5,Lipstick,Foundation,48
Divit Rana,9.11756E+11,Clothing,T-shirt,3.1,"The product is decent, but delivery took too long.",jivinraja@wadhwa-mangal.com,Gujarat,"886
Bali Street, Farrukhabad 856287",1.4,Shoes,Saree,97
Samiha Grover,05731356181,Clothing,Jacket,3,Poor customer service. The product was damaged on arrival.,salvimadhav@gmail.com,Uttar Pradesh,"37/89
Yadav Zila
Tirunelveli-350420",1.6,T-shirt,Jacket,22
Zara Venkatesh,7219186908,Home Appliances,Washing Machine,1.5,Amazing features at this price! Highly recommended.,zarawali@iyer-dhawan.com,Tripura,"765, Comar Street
Deoghar 933817",3.1,Microwave,Air Conditioner,69
Umang De,09598348648,Beauty,Lipstick,4.4,Great value for money. Will buy again.,surikavya@hotmail.com,Assam,"H.No. 684, Dhaliwal Street
Hindupur-540517",2.1,Lipstick,Face Cream,81
Lakshay Ravi,6369056710,Electronics,Headphones,2.9,Great value for money. Will buy again.,piyasachdev@hotmail.com,Jharkhand,"H.No. 717, Seshadri Ganj
Jehanabad-510500",4.5,Laptop,Laptop,98
Kavya Vyas,5917468101,Electronics,Smartphone,2.7,Great value for money. Will buy again.,ctiwari@sheth.com,Sikkim,"23, Keer Ganj, Kozhikode 474375",3.8,Tablet,Headphones,30
Taran Bhargava,06675429484,Home Appliances,Refrigerator,2.6,Not as described. Disappointed with the quality.,ritvikgoda@hotmail.com,Arunachal Pradesh,"09
Khanna Street
Dhule 714621",1.4,Refrigerator,Washing Machine,99
Ryan Mandal,09180719383,Beauty,Foundation,2.4,Average product. Expected better quality.,rchaudhari@srinivasan.com,Jharkhand,"89/991, Char Circle
Vasai-Virar 636834",4.7,Lipstick,Foundation,24
Nayantara Comar,9.12427E+11,Clothing,Shoes,2.2,Superb performance! Exceeded my expectations.,rania43@yahoo.com,Telangana,"047
Varma Chowk
Kirari Suleman Nagar-070217",4.8,Shoes,Saree,27
Aradhya Mand,9.14127E+11,Electronics,Laptop,3.4,Loved it! Exactly what I was looking for.,hgandhi@korpal.com,Tripura,"112, Jaggi Road, Muzaffarpur 478324",2,Headphones,Laptop,52
Amani Sekhon,03827191555,Books,Non-fiction,2.6,Average product. Expected better quality.,vaibhav03@gmail.com,Himachal Pradesh,"H.No. 516, Chopra Marg
Rajpur Sonarpur-971384",1.5,Non-fiction,Non-fiction,76
Alia Ray,06855398859,Home Appliances,Air Conditioner,4.5,Poor customer service. The product was damaged on arrival.,doshipranay@karnik.com,Chhattisgarh,"H.No. 03, Ben Street, Ambarnath-191325",3.2,Microwave,Washing Machine,75
Alisha Luthra,00007564928,Beauty,Foundation,4.3,"Works well, but could be improved in durability.",jayantsen@gmail.com,Goa,"H.No. 513, Sandal Nagar
Gandhinagar 326421",3.5,Face Cream,Face Cream,8
Mahika Tak,6661490173,Books,Fiction,1.2,Amazing features at this price! Highly recommended.,ojasshetty@hotmail.com,Uttar Pradesh,"H.No. 624
Kurian Path, Nagpur 612914",1.2,Comics,Fiction,18
Zeeshan Grewal,08215436802,Beauty,Perfume,4.4,Average product. Expected better quality.,nayantara60@gmail.com,Punjab,"320
Sarraf Circle
Hazaribagh 820090",4.3,Lipstick,Lipstick,72
Ahana  Krish,9.11134E+11,Home Appliances,Washing Machine,2.8,Great value for money. Will buy again.,umaharaj@kadakia.com,Assam,"11
Ramachandran Ganj
Sangli-Miraj & Kupwad 876878",2.5,Microwave,Microwave,73
Manjari Aurora,9.19078E+11,Books,Non-fiction,1.7,Excellent quality! Very satisfied with the purchase.,rarora@yahoo.com,Arunachal Pradesh,"H.No. 281
Srivastava Zila, Gudivada 703179",2.3,Educational,Fiction,64
Armaan Kannan,9.10195E+11,Beauty,Face Cream,3.6,"Works well, but could be improved in durability.",bhardwajyashvi@hotmail.com,Tripura,"66
Datta Marg, Phusro-571602",2.3,Face Cream,Face Cream,32
Lagan Sekhon,03674700191,Home Appliances,Microwave,1.2,Average product. Expected better quality.,neelofar03@yahoo.com,Bihar,"H.No. 820
Sridhar Nagar, Hajipur 587738",4.8,Washing Machine,Refrigerator,72
Kabir Saraf,9.17013E+11,Beauty,Lipstick,3.2,"The product is decent, but delivery took too long.",biswasnakul@hotmail.com,West Bengal,"856
Sathe Chowk
Junagadh 937330",2.6,Perfume,Foundation,15
Zeeshan Swamy,9.12848E+11,Books,Non-fiction,2.7,Superb performance! Exceeded my expectations.,kiara70@manne-vora.com,Odisha,"067, Sheth Street, Ghaziabad 232198",1.8,Fiction,Fiction,42
Adah Kapur,01561311601,Electronics,Laptop,2.2,Average product. Expected better quality.,jivika19@date.com,Assam,"74/12
Gopal Zila, Gandhidham 901130",4,Laptop,Smartwatch,18
Kiara Karan,9.17145E+11,Home Appliances,Washing Machine,1.2,Great value for money. Will buy again.,psubramaniam@hotmail.com,Meghalaya,"03, Chander Ganj
Buxar 225537",1.5,Washing Machine,Air Conditioner,96
Nirvi Savant,9.14075E+11,Clothing,Jeans,2.2,Not as described. Disappointed with the quality.,abaral@yahoo.com,Gujarat,"H.No. 589
Uppal Street, Phagwara 261156",2.9,T-shirt,Shoes,87
Yuvraj  Sastry,9.11028E+11,Sports,Football,3.9,"The product is decent, but delivery took too long.",eshani10@yahoo.com,Mizoram,"H.No. 34
Gill Circle
Udaipur-597353",3,Yoga Mat,Cricket Bat,3
Neelofar Chada,00267348582,Home Appliances,Air Conditioner,1.9,Average product. Expected better quality.,imadan@apte.com,Mizoram,"93/43
Kuruvilla Road, Nanded 815513",1.3,Microwave,Microwave,37
Jiya Talwar,9.12042E+11,Sports,Cricket Bat,2.2,Amazing features at this price! Highly recommended.,darapiya@balakrishnan.com,Uttar Pradesh,"19/43, Dani Path, Amaravati 481714",1.4,Yoga Mat,Badminton Racket,72
Stuvan Mandal,07157199294,Sports,Badminton Racket,2.6,"The product is decent, but delivery took too long.",aniruddhkurian@gmail.com,Kerala,"030, Sharaf Nagar, Gopalpur-094023",2.2,Cricket Bat,Yoga Mat,57
Sumer Barad,0415642710,Clothing,Saree,3.7,Poor customer service. The product was damaged on arrival.,rhea26@gmail.com,Meghalaya,"207, Mallick Circle
Yamunanagar 856992",3.2,Saree,Jeans,14
Hansh Hans,5103810241,Beauty,Foundation,4.2,Poor customer service. The product was damaged on arrival.,loyalindrans@magar.com,Odisha,"65/98, Venkataraman Street
Jaunpur-778577",2.9,Perfume,Foundation,94
Lakshit Bora,2387086023,Electronics,Laptop,2.1,Loved it! Exactly what I was looking for.,vedika24@lad.info,Andhra Pradesh,"02/01
Vala Path
Dehradun-116839",3,Smartwatch,Headphones,26
Romil Ray,07229877128,Books,Comics,1.3,Poor customer service. The product was damaged on arrival.,yohannanmadhav@hotmail.com,Jharkhand,"518, Cherian
Ramgarh-638976",2,Educational,Comics,74
Aarush Agate,06136136100,Electronics,Smartphone,4,"Works well, but could be improved in durability.",manevardaniya@sura.net,Andhra Pradesh,"H.No. 820, Chhabra Circle
Kadapa-585258",2.4,Tablet,Smartwatch,41
Rhea Choudhury,5827008562,Clothing,Jacket,2,Average product. Expected better quality.,svasa@yahoo.com,Uttarakhand,"41/765
Chatterjee Street, Rewa 750446",4.6,Saree,Jeans,81
Dhanush Issac,7210478010,Beauty,Face Cream,2.4,Excellent quality! Very satisfied with the purchase.,balishalv@wable.org,Meghalaya,"H.No. 28
Dhar Zila
Varanasi 092379",3.7,Perfume,Foundation,63
Gokul Mani,9.1972E+11,Books,Comics,3.3,Superb performance! Exceeded my expectations.,aliasarkar@hotmail.com,Assam,"05, Virk Chowk, Ahmedabad 445807",1.7,Educational,Fiction,53
Inaaya  Varkey,9.15445E+11,Sports,Yoga Mat,3.5,Great value for money. Will buy again.,khuranashanaya@gmail.com,Tripura,"964, Bava Street
Agartala-239028",4.1,Cricket Bat,Yoga Mat,95
Tushar Mandal,8262963905,Beauty,Perfume,4.4,Amazing features at this price! Highly recommended.,aaryahi34@gupta-sama.biz,Gujarat,"45/78
Upadhyay Road, South Dumdum-503458",4.3,Lipstick,Foundation,47
Sara Loke,00067902420,Sports,Yoga Mat,1.7,Great value for money. Will buy again.,ythakkar@yahoo.com,Telangana,"284
Sengupta Circle, Ballia-222595",1,Badminton Racket,Badminton Racket,76
Vedika Loyal,9.14876E+11,Electronics,Smartwatch,3.5,Amazing features at this price! Highly recommended.,solankivardaniya@gmail.com,Andhra Pradesh,"H.No. 113
Kothari Street
Mahbubnagar-839602",4.2,Smartwatch,Tablet,17
Zaina Chaudry,9.11456E+11,Beauty,Face Cream,4.7,Poor customer service. The product was damaged on arrival.,pihu45@hotmail.com,Maharashtra,"68, Choudhary Nagar
Suryapet-639014",3.7,Perfume,Foundation,57
Kabir Badal,9.17284E+11,Electronics,Headphones,2.5,"The product is decent, but delivery took too long.",yasminwagle@mandal.info,Uttar Pradesh,"601, Kari Chowk, Ichalkaranji-733624",1,Smartphone,Smartwatch,27
Bhavin Bora,9.11941E+11,Electronics,Smartwatch,2.8,"The product is decent, but delivery took too long.",amblesaira@yahoo.com,Manipur,"H.No. 526
Sunder Street, Berhampore 923117",1.7,Laptop,Laptop,2
Jivika Chana,08273247979,Beauty,Perfume,3.7,Excellent quality! Very satisfied with the purchase.,graja@babu.com,Tripura,"H.No. 895, Gill Zila
Kolkata-660237",4.7,Lipstick,Perfume,1
Vedika Gera,05593960663,Sports,Football,2.9,"Works well, but could be improved in durability.",ivan16@yahoo.com,Rajasthan,"H.No. 27, Choudhury Zila
Bhiwandi-203471",2.3,Football,Cricket Bat,22
Neelofar Rattan,9.17003E+11,Sports,Cricket Bat,2.3,Excellent quality! Very satisfied with the purchase.,asarraf@shroff.com,Rajasthan,"76/37, Deep Nagar
Jabalpur 590703",4.1,Cricket Bat,Yoga Mat,92
Nakul Shukla,0295511967,Books,Fiction,1.9,Not as described. Disappointed with the quality.,hgarg@viswanathan-dhar.com,Maharashtra,"94/098, Krishnamurthy Nagar, Kollam-377056",4,Non-fiction,Non-fiction,40
Alisha Sandal,9.13158E+11,Books,Non-fiction,3,Amazing features at this price! Highly recommended.,iwalla@hotmail.com,Nagaland,"H.No. 52
Soman, Visakhapatnam-221081",2,Fiction,Comics,99
Drishya Rout,07870337153,Clothing,Saree,1.3,Loved it! Exactly what I was looking for.,lbajwa@dutt.com,West Bengal,"29
Lanka Circle, Bihar Sharif 130400",1.5,T-shirt,Jeans,53
Ahana  Krishnan,9.1732E+11,Electronics,Headphones,4.5,Loved it! Exactly what I was looking for.,fsagar@hotmail.com,Assam,"H.No. 369
Batra Chowk, Ozhukarai-044635",1.8,Smartphone,Smartphone,25
Ehsaan Mand,9.12837E+11,Clothing,Shoes,3.4,Superb performance! Exceeded my expectations.,ivanchahal@hotmail.com,Goa,"66/824, Sekhon Chowk, Jammu 434620",1.4,Saree,Jacket,7
Hunar Rana,09158520079,Beauty,Lipstick,3.8,"Works well, but could be improved in durability.",subramaniamvedika@loke-date.com,Tripura,"15
Sankaran Street, Orai-288742",4.1,Lipstick,Perfume,9
Prerak Ben,4329992968,Home Appliances,Refrigerator,2.4,Great value for money. Will buy again.,vidurbhardwaj@kadakia.com,Andhra Pradesh,"96, Rana Ganj
Jalna 177493",5,Air Conditioner,Air Conditioner,98
Dharmajan Goda,3001035254,Clothing,T-shirt,2,Excellent quality! Very satisfied with the purchase.,boaseazad@shere.com,Assam,"H.No. 24
Sura Zila, Aizawl-208045",1.9,T-shirt,Saree,15
Ehsaan Kaur,8717201441,Sports,Cricket Bat,3,Excellent quality! Very satisfied with the purchase.,aarav87@gmail.com,Chhattisgarh,"190, Rajagopal Circle
Aurangabad-746691",3.5,Cricket Bat,Badminton Racket,79
Nitara Tara,9.16596E+11,Home Appliances,Air Conditioner,4.1,Superb performance! Exceeded my expectations.,alisha29@hotmail.com,Haryana,"84/299
Kumer Chowk
Bhilai 443220",3.8,Washing Machine,Refrigerator,9
Zeeshan Apte,9.18809E+11,Books,Educational,2.7,Great value for money. Will buy again.,sakshamrana@mane-sachar.net,Tripura,"71/569, Soni, Faridabad 072736",4.6,Non-fiction,Non-fiction,13
Tara Srinivas,8416460089,Beauty,Foundation,2.6,Loved it! Exactly what I was looking for.,vdube@ramesh.com,Bihar,"256
Brar Circle
Mau 100209",4,Lipstick,Face Cream,62
Alia Upadhyay,6495513301,Electronics,Headphones,3.1,Not as described. Disappointed with the quality.,sakshamkala@hotmail.com,Assam,"931, Boase Nagar
Ramagundam 477087",1.4,Tablet,Headphones,91
Ivana Majumdar,9.13968E+11,Sports,Badminton Racket,4.8,Not as described. Disappointed with the quality.,mthakkar@yahoo.com,Assam,"25
Cheema Street
Amravati-723791",4.6,Yoga Mat,Cricket Bat,88
Tanya Sarraf,9.12879E+11,Electronics,Laptop,3.4,Loved it! Exactly what I was looking for.,irabir@madan.com,Mizoram,"22
Dani Road
Ballia 037786",2.3,Smartphone,Tablet,85
Alisha Hegde,07692458964,Sports,Yoga Mat,3,"Works well, but could be improved in durability.",navyadugar@sood.com,Punjab,"42
Cherian Ganj
Rajkot-838486",4.1,Badminton Racket,Yoga Mat,2
Navya Mangal,2236404849,Books,Fiction,4.6,Excellent quality! Very satisfied with the purchase.,gsheth@gmail.com,Andhra Pradesh,"H.No. 502
Bajaj Path, Bellary-177801",2.3,Non-fiction,Fiction,4
Biju Kapoor,9983200093,Books,Non-fiction,3.9,Superb performance! Exceeded my expectations.,srinivasanira@saini.com,Telangana,"11/327
Thaker Path
Baranagar 880867",4.5,Non-fiction,Educational,9
Yuvraj  Kadakia,9.16288E+11,Sports,Cricket Bat,1.3,Amazing features at this price! Highly recommended.,gsaran@hotmail.com,Punjab,"H.No. 088, Seth Ganj
Kadapa 316075",2.7,Football,Yoga Mat,25
Tanya Mane,05812673465,Electronics,Laptop,3.5,"The product is decent, but delivery took too long.",dhanuksama@gmail.com,Andhra Pradesh,"545, Ranganathan Zila, Pallavaram 077327",1.3,Laptop,Tablet,11
Aarav Sabharwal,4817075359,Clothing,Jeans,1.8,"Works well, but could be improved in durability.",shanayagupta@bail.org,Odisha,"40/26
Mall Street
Pondicherry-843498",1.3,Jacket,Jeans,33
Mannat Chandra,7271219416,Electronics,Smartphone,3.9,Average product. Expected better quality.,bhallataran@sodhi.com,Madhya Pradesh,"11/841
Kannan, Kozhikode 237472",4,Laptop,Smartwatch,94
Siya Bhavsar,2872219780,Electronics,Laptop,3.6,Superb performance! Exceeded my expectations.,vritikamani@gmail.com,Bihar,"H.No. 883, Srivastava Zila, Sasaram 753788",1.5,Smartphone,Tablet,50
Hunar Edwin,08426208951,Home Appliances,Refrigerator,1.7,Superb performance! Exceeded my expectations.,cwali@gmail.com,Sikkim,"795
Sehgal Chowk, Dharmavaram 727959",1.7,Washing Machine,Air Conditioner,47
Shayak Bandi,04132068057,Electronics,Smartphone,2.8,Average product. Expected better quality.,manikyatalwar@hotmail.com,Jharkhand,"H.No. 53, Chawla Street, Narasaraopet-201812",3,Laptop,Tablet,55
Ehsaan Manda,6247463262,Electronics,Smartwatch,2.8,Amazing features at this price! Highly recommended.,lchoudhary@dyal-tripathi.biz,Madhya Pradesh,"64/977, Krishnamurthy Chowk
Machilipatnam-431182",3.5,Smartphone,Laptop,66
Seher Upadhyay,05018121975,Sports,Cricket Bat,1.1,Loved it! Exactly what I was looking for.,anyakrishna@yahoo.com,West Bengal,"77
Buch Circle, Latur 670828",3.6,Cricket Bat,Football,21
Anvi Jhaveri,09882404499,Books,Educational,1.7,Excellent quality! Very satisfied with the purchase.,shamikgandhi@walia-sarin.com,Madhya Pradesh,"80/370
Dara Street
Ozhukarai 021340",2.8,Non-fiction,Comics,92
Nishith Swamy,02034336501,Electronics,Smartphone,1.9,Excellent quality! Very satisfied with the purchase.,wadhwasara@sami-mahal.com,Punjab,"88/137
Dutta
Ozhukarai-792742",4.4,Smartwatch,Laptop,59
Rania Som,05046184062,Beauty,Lipstick,3.9,Great value for money. Will buy again.,divit06@gmail.com,Kerala,"H.No. 588
Sahota Street, Jaipur 818285",1.7,Perfume,Foundation,0
Akarsh Shetty,9.10392E+11,Beauty,Foundation,4.6,"Works well, but could be improved in durability.",samihasankaran@hotmail.com,Assam,"40/564
Sama Ganj, Phusro-005101",4.8,Foundation,Face Cream,20
Saanvi Vyas,9.18534E+11,Beauty,Face Cream,3.5,Poor customer service. The product was damaged on arrival.,guhamahika@gola.com,Maharashtra,"H.No. 691
Kata Marg, Danapur-714372",2.9,Perfume,Face Cream,67
Hazel Saxena,2038219715,Clothing,Shoes,2.8,"Works well, but could be improved in durability.",kalesamar@doshi-dhaliwal.com,Telangana,"H.No. 480
Vohra, Dharmavaram 810578",1.6,T-shirt,Jacket,6
Alia Singhal,3500893931,Books,Non-fiction,2.8,Poor customer service. The product was damaged on arrival.,btella@sabharwal.net,Kerala,"H.No. 931, Kothari Ganj
Sasaram-812325",3.2,Fiction,Non-fiction,73
Kabir Bahri,3021974084,Beauty,Lipstick,3.4,Not as described. Disappointed with the quality.,xbhakta@bawa.com,Gujarat,"333, Sekhon
Allahabad 856783",2.5,Perfume,Perfume,93
Shaan Dhawan,9.19132E+11,Books,Fiction,3.5,Not as described. Disappointed with the quality.,srinivasadira@gmail.com,Chhattisgarh,"H.No. 08
Dara Path, Jalandhar 350142",3.4,Educational,Fiction,8
Rasha Vora,7885126516,Books,Comics,1.4,Superb performance! Exceeded my expectations.,nirvaanhanda@yahoo.com,Arunachal Pradesh,"869
Gole Chowk, Jorhat-205532",1.5,Fiction,Fiction,48
Jivin Bansal,9470740390,Clothing,Jeans,3.9,Great value for money. Will buy again.,anahi83@gmail.com,Haryana,"927, Mahajan Ganj
Tirupati-568582",4.3,Shoes,Jacket,16
Anya Bhagat,07974073619,Home Appliances,Microwave,2.2,Loved it! Exactly what I was looking for.,vigritvik@gmail.com,Nagaland,"H.No. 80
Lad Marg, Bhiwani 402203",2.4,Microwave,Microwave,47
Baiju Dhar,8640661392,Beauty,Lipstick,1.5,Excellent quality! Very satisfied with the purchase.,dharmajan87@apte.org,Andhra Pradesh,"98/866
Swamy Nagar
Vijayanagaram-308131",1.5,Lipstick,Lipstick,46
Nirvi Varty,5298007342,Home Appliances,Washing Machine,1.6,Average product. Expected better quality.,chiragsaran@gmail.com,Tamil Nadu,"19/91
Brahmbhatt Road
Jodhpur 992097",1.3,Microwave,Air Conditioner,91
Ishita Kuruvilla,09929253184,Sports,Badminton Racket,2,Excellent quality! Very satisfied with the purchase.,aaina84@singh-bhandari.com,Kerala,"77, Ramaswamy Circle
Amritsar-543567",4.2,Badminton Racket,Yoga Mat,80
Jivika Wali,0868286469,Clothing,Jacket,2,Great value for money. Will buy again.,arhaan69@gmail.com,Uttar Pradesh,"79/511
Dasgupta Nagar, Loni-175629",4.1,Jacket,Shoes,84
Alisha Iyer,05477906609,Electronics,Smartphone,5,Poor customer service. The product was damaged on arrival.,aptehunar@hotmail.com,Manipur,"94/23, Tank, Dibrugarh 488606",2,Smartphone,Headphones,20
Neelofar Bandi,07472595910,Sports,Football,1,Poor customer service. The product was damaged on arrival.,gokulbalay@yahoo.com,Bihar,"55/214, Chander Street
Tirupati 559261",2.8,Cricket Bat,Football,53
Damini Agate,06437381454,Books,Educational,3.2,Great value for money. Will buy again.,kbaral@comar-sood.com,Tripura,"01/89
Karan Zila, Udaipur-675713",3.5,Non-fiction,Comics,81
Seher Mall,3794492434,Home Appliances,Refrigerator,1.2,Poor customer service. The product was damaged on arrival.,saira78@hotmail.com,West Bengal,"87, Halder Road, Sultan Pur Majra-864928",2.4,Washing Machine,Washing Machine,1
