Name,Email,Number,Most Bought,Most Searched,Churning,Review of Product
Sophia,sophia601@hotmail.com,+11963043332,Shoes,Wireless headphones,Yes,"Defective piece, had to return."
Liam,liam602@yahoo.com,+19182861061,Laptop,Smartwatch,No,"Works perfectly, will buy again."
David,david603@gmail.com,+14041823743,Laptop,Running shoes,Yes,Best purchase ever!
Alice,alice604@gmail.com,+14015630093,Laptop,Gaming laptop,No,Not worth the price.
Bob,bob605@yahoo.com,+11839922445,Headphones,Running shoes,No,"Defective piece, had to return."
David,david606@gmail.com,+17004195820,Shoes,Gaming laptop,Yes,"Average quality, expected better."
Liam,liam607@gmail.com,+13052870143,Shoes,Running shoes,Yes,Not worth the price.
Sophia,sophia608@gmail.com,+13642956560,Bag,Best phone,Yes,"Works perfectly, will buy again."
Alice,alice609@yahoo.com,+15439251623,Laptop,Gaming laptop,No,"Average quality, expected better."
Sophia,sophia610@yahoo.com,+12935264007,Headphones,Best phone,Yes,"Works perfectly, will buy again."
Alice,alice611@yahoo.com,+17464420868,Phone,Wireless headphones,Yes,"Excellent product, highly recommend!"
Noah,noah612@outlook.com,+19410399537,Laptop,Wireless headphones,Yes,"Excellent product, highly recommend!"
Emma,emma613@hotmail.com,+11245763976,Laptop,Wireless headphones,Yes,"Excellent product, highly recommend!"
Liam,liam614@gmail.com,+17433332089,Phone,Best phone,No,"Works perfectly, will buy again."
Bob,bob615@outlook.com,+17663437854,Phone,Best phone,No,"Works perfectly, will buy again."
Bob,bob616@gmail.com,+19932717415,Laptop,Smartwatch,No,"Works perfectly, will buy again."
David,david617@gmail.com,+16748289191,Shoes,Gaming laptop,Yes,"Average quality, expected better."
Liam,liam618@yahoo.com,+19394626333,Headphones,Smartwatch,Yes,Best purchase ever!
Sophia,sophia619@outlook.com,+18355435815,Bag,Gaming laptop,Yes,Great value for money!
Noah,noah620@hotmail.com,+16441641504,Watch,Wireless headphones,No,"Average quality, expected better."
Emma,emma621@gmail.com,+14324074120,Bag,Best phone,No,Best purchase ever!
Sophia,sophia622@outlook.com,+12537503619,Phone,Wireless headphones,No,Not worth the price.
Alice,alice623@yahoo.com,+17805503210,Laptop,Gaming laptop,Yes,Best purchase ever!
David,david624@outlook.com,+17583250010,Headphones,Best phone,Yes,Best purchase ever!
Bob,bob625@outlook.com,+15543785765,Phone,Wireless headphones,Yes,"Defective piece, had to return."
Emma,emma626@hotmail.com,+19371354229,Shoes,Smartwatch,No,"Works perfectly, will buy again."
Sophia,sophia627@outlook.com,+16690034512,Phone,Wireless headphones,Yes,Great value for money!
Sophia,sophia628@gmail.com,+15394244265,Bag,Running shoes,Yes,"Works perfectly, will buy again."
Charlie,charlie629@outlook.com,+11196371458,Bag,Gaming laptop,Yes,"Works perfectly, will buy again."
Charlie,charlie630@yahoo.com,+19190129269,Phone,Wireless headphones,No,"Works perfectly, will buy again."
Emma,emma631@outlook.com,+13798370233,Phone,Gaming laptop,Yes,Not worth the price.
Charlie,charlie632@gmail.com,+15876678510,Phone,Running shoes,Yes,Not worth the price.
Sophia,sophia633@outlook.com,+12084354484,Bag,Wireless headphones,Yes,Not worth the price.
Noah,noah634@hotmail.com,+16070887238,Shoes,Gaming laptop,No,"Defective piece, had to return."
Emma,emma635@yahoo.com,+13181377027,Headphones,Running shoes,Yes,"Works perfectly, will buy again."
Emma,emma636@gmail.com,+16216623069,Bag,Smartwatch,No,"Works perfectly, will buy again."
Bob,bob637@gmail.com,+13851934479,Watch,Wireless headphones,No,"Defective piece, had to return."
Charlie,charlie638@hotmail.com,+15242030304,Laptop,Running shoes,Yes,"Good quality, but delivery was slow."
Bob,bob639@hotmail.com,+16244543042,Headphones,Wireless headphones,No,"Defective piece, had to return."
Emma,emma640@gmail.com,+18093373572,Watch,Wireless headphones,Yes,Great value for money!
Charlie,charlie641@outlook.com,+11762212304,Phone,Best phone,No,Not worth the price.
Charlie,charlie642@outlook.com,+18676313020,Laptop,Wireless headphones,No,"Excellent product, highly recommend!"
Noah,noah643@outlook.com,+12383192459,Watch,Smartwatch,Yes,"Average quality, expected better."
Bob,bob644@hotmail.com,+19712204145,Phone,Smartwatch,No,Great value for money!
Charlie,charlie645@yahoo.com,+13837703486,Watch,Best phone,Yes,"Works perfectly, will buy again."
Sophia,sophia646@yahoo.com,+12570699570,Watch,Smartwatch,Yes,Great value for money!
Charlie,charlie647@outlook.com,+13155361828,Bag,Smartwatch,Yes,Not worth the price.
Sophia,sophia648@outlook.com,+14414358945,Bag,Wireless headphones,No,"Defective piece, had to return."
Alice,alice649@gmail.com,+18097641235,Phone,Wireless headphones,No,Great value for money!
Noah,noah650@gmail.com,+19153588259,Shoes,Running shoes,Yes,"Average quality, expected better."
Noah,noah651@yahoo.com,+11577647815,Bag,Smartwatch,Yes,"Works perfectly, will buy again."
Bob,bob652@yahoo.com,+18574037550,Phone,Running shoes,No,Great value for money!
Liam,liam653@yahoo.com,+16563506600,Laptop,Wireless headphones,Yes,"Excellent product, highly recommend!"
Alice,alice654@yahoo.com,+14533212716,Phone,Best phone,No,Not worth the price.
David,david655@gmail.com,+13407913707,Bag,Gaming laptop,No,Great value for money!
David,david656@gmail.com,+14498283125,Phone,Wireless headphones,Yes,"Excellent product, highly recommend!"
Charlie,charlie657@yahoo.com,+14892298029,Laptop,Best phone,Yes,"Average quality, expected better."
Noah,noah658@outlook.com,+18728073416,Laptop,Smartwatch,Yes,"Average quality, expected better."
Alice,alice659@hotmail.com,+18841930808,Shoes,Wireless headphones,Yes,"Defective piece, had to return."
Noah,noah660@gmail.com,+11007909535,Laptop,Wireless headphones,Yes,Not worth the price.
Sophia,sophia661@gmail.com,+11628076113,Phone,Smartwatch,Yes,"Average quality, expected better."
Noah,noah662@hotmail.com,+12931499705,Headphones,Smartwatch,No,Not worth the price.
Emma,emma663@outlook.com,+14246254257,Laptop,Gaming laptop,No,"Works perfectly, will buy again."
Emma,emma664@gmail.com,+16996954230,Shoes,Wireless headphones,Yes,"Defective piece, had to return."
Alice,alice665@gmail.com,+12731728479,Bag,Gaming laptop,Yes,"Defective piece, had to return."
Charlie,charlie666@gmail.com,+13617603698,Phone,Smartwatch,No,Great value for money!
Bob,bob667@yahoo.com,+15289396971,Phone,Wireless headphones,No,"Good quality, but delivery was slow."
Liam,liam668@gmail.com,+15665272838,Laptop,Running shoes,Yes,"Good quality, but delivery was slow."
Emma,emma669@outlook.com,+17961849595,Headphones,Best phone,Yes,"Works perfectly, will buy again."
Noah,noah670@yahoo.com,+13573416731,Shoes,Best phone,No,"Defective piece, had to return."
Liam,liam671@outlook.com,+19382073872,Laptop,Gaming laptop,No,Great value for money!
Charlie,charlie672@gmail.com,+15424232006,Phone,Running shoes,Yes,Best purchase ever!
Sophia,sophia673@hotmail.com,+19791061294,Watch,Best phone,Yes,Best purchase ever!
Sophia,sophia674@yahoo.com,+16629580393,Phone,Best phone,No,"Works perfectly, will buy again."
Alice,alice675@hotmail.com,+11977858899,Laptop,Wireless headphones,No,"Excellent product, highly recommend!"
Noah,noah676@yahoo.com,+16629438743,Watch,Wireless headphones,Yes,"Excellent product, highly recommend!"
Noah,noah677@yahoo.com,+12753686670,Shoes,Running shoes,No,Best purchase ever!
David,david678@outlook.com,+14457175358,Shoes,Gaming laptop,No,Great value for money!
Charlie,charlie679@outlook.com,+11156926165,Phone,Running shoes,Yes,"Defective piece, had to return."
Sophia,sophia680@gmail.com,+15541137648,Bag,Wireless headphones,No,"Excellent product, highly recommend!"
Liam,liam681@gmail.com,+19998510079,Headphones,Smartwatch,Yes,"Excellent product, highly recommend!"
Noah,noah682@yahoo.com,+19580781182,Bag,Smartwatch,No,"Good quality, but delivery was slow."
Alice,alice683@outlook.com,+14528327439,Watch,Smartwatch,No,"Good quality, but delivery was slow."
Noah,noah684@yahoo.com,+18540493989,Phone,Smartwatch,Yes,Great value for money!
David,david685@gmail.com,+15015862453,Bag,Running shoes,Yes,Not worth the price.
Bob,bob686@gmail.com,+19266387556,Bag,Wireless headphones,Yes,Great value for money!
Charlie,charlie687@yahoo.com,+15388605229,Laptop,Smartwatch,No,"Excellent product, highly recommend!"
Emma,emma688@yahoo.com,+18867629222,Laptop,Wireless headphones,No,Best purchase ever!
Noah,noah689@gmail.com,+13034577649,Bag,Best phone,Yes,Not worth the price.
Noah,noah690@outlook.com,+15409474810,Laptop,Best phone,No,"Defective piece, had to return."
Charlie,charlie691@gmail.com,+16552475677,Headphones,Best phone,Yes,Great value for money!
Alice,alice692@gmail.com,+14934024592,Bag,Running shoes,Yes,"Good quality, but delivery was slow."
Alice,alice693@outlook.com,+15174181935,Phone,Smartwatch,No,Best purchase ever!
Charlie,charlie694@gmail.com,+19383285624,Headphones,Smartwatch,Yes,"Defective piece, had to return."
Emma,emma695@gmail.com,+13674649931,Phone,Smartwatch,No,"Works perfectly, will buy again."
Bob,bob696@yahoo.com,+17841165846,Shoes,Gaming laptop,No,"Good quality, but delivery was slow."
Bob,bob697@hotmail.com,+17346744098,Shoes,Gaming laptop,Yes,"Works perfectly, will buy again."
Charlie,charlie698@outlook.com,+14937129773,Watch,Smartwatch,No,"Defective piece, had to return."
Bob,bob699@outlook.com,+13200098733,Bag,Gaming laptop,No,Great value for money!
Bob,bob700@yahoo.com,+11959576419,Headphones,Gaming laptop,Yes,"Good quality, but delivery was slow."
Liam,liam701@gmail.com,+18354883364,Bag,Best phone,No,Best purchase ever!
Noah,noah702@hotmail.com,+16835564482,Shoes,Smartwatch,No,"Average quality, expected better."
Noah,noah703@hotmail.com,+18501573977,Shoes,Smartwatch,Yes,Best purchase ever!
Alice,alice704@hotmail.com,+18359769163,Phone,Best phone,No,Best purchase ever!
Liam,liam705@outlook.com,+15759515853,Watch,Smartwatch,No,"Defective piece, had to return."
Liam,liam706@hotmail.com,+11913593068,Shoes,Wireless headphones,No,"Good quality, but delivery was slow."
David,david707@gmail.com,+14817552897,Watch,Wireless headphones,Yes,"Good quality, but delivery was slow."
Charlie,charlie708@hotmail.com,+12554176633,Shoes,Running shoes,No,"Works perfectly, will buy again."
Emma,emma709@outlook.com,+18343614357,Shoes,Gaming laptop,Yes,"Works perfectly, will buy again."
Emma,emma710@outlook.com,+16193438343,Laptop,Wireless headphones,No,Great value for money!
Noah,noah711@hotmail.com,+17889054313,Shoes,Best phone,Yes,"Average quality, expected better."
David,david712@yahoo.com,+12720235649,Headphones,Best phone,No,"Defective piece, had to return."
Liam,liam713@hotmail.com,+13970588722,Headphones,Best phone,No,"Defective piece, had to return."
Noah,noah714@hotmail.com,+17849363691,Watch,Gaming laptop,No,Best purchase ever!
Bob,bob715@outlook.com,+14000748381,Laptop,Smartwatch,Yes,Great value for money!
Bob,bob716@gmail.com,+11001470222,Headphones,Gaming laptop,Yes,"Defective piece, had to return."
Emma,emma717@hotmail.com,+16329075783,Laptop,Gaming laptop,No,Not worth the price.
Charlie,charlie718@outlook.com,+13910203910,Watch,Smartwatch,Yes,"Good quality, but delivery was slow."
Sophia,sophia719@hotmail.com,+13281283022,Shoes,Smartwatch,No,"Works perfectly, will buy again."
Liam,liam720@yahoo.com,+13972911867,Bag,Running shoes,No,"Defective piece, had to return."
Sophia,sophia721@gmail.com,+18168451100,Headphones,Best phone,No,"Defective piece, had to return."
Charlie,charlie722@gmail.com,+13602112372,Headphones,Gaming laptop,Yes,Not worth the price.
David,david723@gmail.com,+11331771054,Phone,Wireless headphones,No,Not worth the price.
David,david724@yahoo.com,+19634520236,Bag,Running shoes,No,"Works perfectly, will buy again."
Sophia,sophia725@gmail.com,+19598344112,Watch,Running shoes,No,"Average quality, expected better."
Emma,emma726@gmail.com,+17390255318,Laptop,Smartwatch,No,"Average quality, expected better."
Charlie,charlie727@hotmail.com,+14535206027,Headphones,Running shoes,No,"Average quality, expected better."
Emma,emma728@outlook.com,+15351209760,Bag,Gaming laptop,No,"Excellent product, highly recommend!"
Liam,liam729@gmail.com,+19915965558,Laptop,Smartwatch,No,"Works perfectly, will buy again."
Bob,bob730@yahoo.com,+11800039151,Laptop,Running shoes,Yes,"Good quality, but delivery was slow."
Alice,alice731@hotmail.com,+16819859799,Bag,Wireless headphones,Yes,Great value for money!
Liam,liam732@outlook.com,+15622074881,Shoes,Gaming laptop,No,"Works perfectly, will buy again."
Alice,alice733@hotmail.com,+18966086515,Laptop,Smartwatch,No,"Defective piece, had to return."
Sophia,sophia734@yahoo.com,+13084588297,Watch,Running shoes,No,Not worth the price.
David,david735@yahoo.com,+14128589726,Laptop,Gaming laptop,Yes,Best purchase ever!
Charlie,charlie736@yahoo.com,+11654307989,Bag,Smartwatch,No,"Works perfectly, will buy again."
David,david737@hotmail.com,+17322238472,Bag,Running shoes,Yes,"Excellent product, highly recommend!"
Charlie,charlie738@yahoo.com,+12535230351,Phone,Wireless headphones,No,"Defective piece, had to return."
Bob,bob739@yahoo.com,+19869173484,Phone,Smartwatch,No,"Good quality, but delivery was slow."
Liam,liam740@gmail.com,+12203879328,Phone,Gaming laptop,No,Best purchase ever!
David,david741@yahoo.com,+18207995115,Headphones,Running shoes,No,"Defective piece, had to return."
Bob,bob742@gmail.com,+12789920241,Headphones,Best phone,No,"Average quality, expected better."
Charlie,charlie743@outlook.com,+17140253252,Watch,Best phone,Yes,"Good quality, but delivery was slow."
Liam,liam744@yahoo.com,+17085848789,Shoes,Running shoes,No,Best purchase ever!
Sophia,sophia745@yahoo.com,+14962556419,Laptop,Smartwatch,Yes,Not worth the price.
Bob,bob746@hotmail.com,+14164485166,Laptop,Gaming laptop,Yes,"Defective piece, had to return."
Noah,noah747@outlook.com,+13574442016,Bag,Running shoes,No,Not worth the price.
Bob,bob748@outlook.com,+15000012667,Phone,Best phone,No,"Good quality, but delivery was slow."
David,david749@outlook.com,+18289599428,Bag,Smartwatch,No,Best purchase ever!
David,david750@outlook.com,+12487816605,Laptop,Gaming laptop,No,Great value for money!
Noah,noah751@gmail.com,+15007326757,Phone,Smartwatch,No,"Excellent product, highly recommend!"
David,david752@outlook.com,+11422848942,Shoes,Running shoes,Yes,Great value for money!
Alice,alice753@outlook.com,+15135603553,Watch,Gaming laptop,Yes,"Good quality, but delivery was slow."
David,david754@outlook.com,+15841943699,Shoes,Wireless headphones,Yes,"Average quality, expected better."
Noah,noah755@outlook.com,+17381903443,Headphones,Wireless headphones,Yes,"Good quality, but delivery was slow."
Noah,noah756@outlook.com,+16612013687,Phone,Running shoes,Yes,Best purchase ever!
Charlie,charlie757@outlook.com,+11355615654,Bag,Gaming laptop,Yes,Not worth the price.
Bob,bob758@gmail.com,+13252731641,Bag,Best phone,Yes,"Excellent product, highly recommend!"
David,david759@outlook.com,+15662403564,Laptop,Gaming laptop,Yes,"Excellent product, highly recommend!"
Noah,noah760@gmail.com,+13689921702,Shoes,Running shoes,Yes,"Works perfectly, will buy again."
Charlie,charlie761@yahoo.com,+13028305187,Watch,Wireless headphones,Yes,"Works perfectly, will buy again."
Charlie,charlie762@hotmail.com,+17523168916,Headphones,Running shoes,Yes,"Defective piece, had to return."
Noah,noah763@outlook.com,+17067316604,Headphones,Wireless headphones,No,"Good quality, but delivery was slow."
Emma,emma764@hotmail.com,+15375917961,Phone,Wireless headphones,No,"Excellent product, highly recommend!"
David,david765@outlook.com,+14388841220,Headphones,Smartwatch,Yes,"Good quality, but delivery was slow."
Bob,bob766@hotmail.com,+13849577613,Laptop,Best phone,No,Great value for money!
Charlie,charlie767@gmail.com,+11948049813,Headphones,Smartwatch,No,"Good quality, but delivery was slow."
Noah,noah768@outlook.com,+19965465331,Headphones,Wireless headphones,Yes,"Defective piece, had to return."
Liam,liam769@gmail.com,+13559873581,Watch,Running shoes,No,"Average quality, expected better."
Noah,noah770@gmail.com,+14173970089,Bag,Gaming laptop,No,Not worth the price.
Charlie,charlie771@gmail.com,+18143365469,Shoes,Wireless headphones,Yes,Not worth the price.
Bob,bob772@hotmail.com,+11409023718,Watch,Wireless headphones,No,"Good quality, but delivery was slow."
Emma,emma773@outlook.com,+16564439098,Watch,Running shoes,No,Not worth the price.
Alice,alice774@outlook.com,+18039606961,Headphones,Wireless headphones,No,"Works perfectly, will buy again."
Charlie,charlie775@hotmail.com,+16823289510,Shoes,Gaming laptop,Yes,"Works perfectly, will buy again."
Emma,emma776@outlook.com,+14879663519,Bag,Gaming laptop,Yes,Great value for money!
Alice,alice777@hotmail.com,+15097128017,Watch,Smartwatch,Yes,"Works perfectly, will buy again."
Alice,alice778@outlook.com,+17677128748,Watch,Best phone,No,"Good quality, but delivery was slow."
Noah,noah779@gmail.com,+18242223970,Laptop,Gaming laptop,No,"Excellent product, highly recommend!"
Alice,alice780@outlook.com,+17210670168,Phone,Best phone,Yes,"Excellent product, highly recommend!"
Sophia,sophia781@outlook.com,+18899517522,Bag,Best phone,Yes,"Excellent product, highly recommend!"
Bob,bob782@yahoo.com,+18128911263,Watch,Smartwatch,No,"Works perfectly, will buy again."
Sophia,sophia783@yahoo.com,+17549607328,Headphones,Wireless headphones,Yes,"Average quality, expected better."
Alice,alice784@gmail.com,+18746753887,Phone,Running shoes,Yes,"Good quality, but delivery was slow."
Alice,alice785@gmail.com,+13959227399,Laptop,Gaming laptop,No,Not worth the price.
Emma,emma786@hotmail.com,+14531079666,Bag,Wireless headphones,Yes,Best purchase ever!
Charlie,charlie787@yahoo.com,+13900339011,Headphones,Smartwatch,Yes,"Average quality, expected better."
David,david788@yahoo.com,+19945605602,Headphones,Wireless headphones,No,"Excellent product, highly recommend!"
David,david789@outlook.com,+14053203204,Shoes,Best phone,No,"Average quality, expected better."
Emma,emma790@outlook.com,+16140345344,Headphones,Wireless headphones,Yes,"Good quality, but delivery was slow."
Liam,liam791@yahoo.com,+19131776989,Bag,Smartwatch,Yes,Best purchase ever!
David,david792@outlook.com,+17967306208,Bag,Gaming laptop,Yes,"Defective piece, had to return."
Charlie,charlie793@yahoo.com,+12465970274,Shoes,Running shoes,Yes,"Good quality, but delivery was slow."
Noah,noah794@yahoo.com,+11350034520,Headphones,Best phone,Yes,"Defective piece, had to return."
Bob,bob795@outlook.com,+14812068355,Watch,Gaming laptop,No,Best purchase ever!
Liam,liam796@hotmail.com,+15287140625,Watch,Best phone,Yes,"Good quality, but delivery was slow."
Noah,noah797@outlook.com,+15696412864,Headphones,Smartwatch,No,"Defective piece, had to return."
Liam,liam798@yahoo.com,+17298899178,Watch,Running shoes,No,"Works perfectly, will buy again."
Alice,alice799@gmail.com,+12938567189,Laptop,Smartwatch,No,Not worth the price.
Alice,alice800@yahoo.com,+14817041478,Phone,Running shoes,Yes,"Good quality, but delivery was slow."
David,david801@outlook.com,+14341553758,Headphones,Wireless headphones,No,Best purchase ever!
Bob,bob802@hotmail.com,+16178700144,Shoes,Running shoes,Yes,"Defective piece, had to return."
David,david803@gmail.com,+11756104176,Bag,Best phone,No,Great value for money!
Bob,bob804@yahoo.com,+19858702220,Headphones,Gaming laptop,No,"Defective piece, had to return."
Liam,liam805@gmail.com,+17583118570,Shoes,Running shoes,No,"Defective piece, had to return."
Sophia,sophia806@gmail.com,+14237937487,Headphones,Smartwatch,Yes,"Works perfectly, will buy again."
Emma,emma807@outlook.com,+14931330023,Phone,Gaming laptop,No,"Defective piece, had to return."
Sophia,sophia808@gmail.com,+18527403214,Laptop,Running shoes,No,Not worth the price.
Emma,emma809@hotmail.com,+19524418427,Watch,Running shoes,No,Best purchase ever!
Emma,emma810@gmail.com,+12484254267,Phone,Wireless headphones,No,Best purchase ever!
David,david811@outlook.com,+19193796112,Shoes,Smartwatch,Yes,"Good quality, but delivery was slow."
Noah,noah812@yahoo.com,+16187120944,Phone,Smartwatch,Yes,"Works perfectly, will buy again."
Alice,alice813@hotmail.com,+19491875408,Phone,Smartwatch,Yes,"Works perfectly, will buy again."
Emma,emma814@hotmail.com,+11670534329,Phone,Best phone,Yes,"Excellent product, highly recommend!"
Noah,noah815@gmail.com,+13136936850,Shoes,Wireless headphones,No,Best purchase ever!
Liam,liam816@hotmail.com,+18347624062,Headphones,Wireless headphones,No,"Defective piece, had to return."
Charlie,charlie817@gmail.com,+16859158531,Bag,Best phone,No,Great value for money!
Bob,bob818@hotmail.com,+14557828996,Headphones,Best phone,Yes,Best purchase ever!
Sophia,sophia819@hotmail.com,+15801647381,Shoes,Running shoes,No,"Works perfectly, will buy again."
Emma,emma820@outlook.com,+11087900361,Bag,Wireless headphones,No,Not worth the price.
Emma,emma821@gmail.com,+13507149867,Bag,Running shoes,Yes,"Works perfectly, will buy again."
Sophia,sophia822@gmail.com,+19701658206,Phone,Smartwatch,Yes,"Defective piece, had to return."
Emma,emma823@hotmail.com,+11318656755,Headphones,Wireless headphones,Yes,Not worth the price.
Bob,bob824@yahoo.com,+17152357702,Headphones,Smartwatch,No,Great value for money!
David,david825@outlook.com,+16125511943,Watch,Smartwatch,Yes,Great value for money!
Sophia,sophia826@yahoo.com,+11326091106,Shoes,Wireless headphones,No,"Defective piece, had to return."
David,david827@outlook.com,+14837792837,Headphones,Gaming laptop,Yes,"Defective piece, had to return."
Emma,emma828@hotmail.com,+12989452026,Bag,Smartwatch,Yes,"Good quality, but delivery was slow."
Sophia,sophia829@gmail.com,+14690420930,Watch,Smartwatch,No,"Defective piece, had to return."
Sophia,sophia830@hotmail.com,+11505379111,Headphones,Running shoes,No,Great value for money!
Noah,noah831@yahoo.com,+15266658508,Bag,Best phone,No,"Works perfectly, will buy again."
Liam,liam832@outlook.com,+15638127869,Phone,Wireless headphones,Yes,"Excellent product, highly recommend!"
Charlie,charlie833@hotmail.com,+14037262300,Headphones,Gaming laptop,No,"Defective piece, had to return."
Liam,liam834@outlook.com,+16296375865,Headphones,Smartwatch,Yes,Great value for money!
David,david835@hotmail.com,+17387165368,Headphones,Smartwatch,No,Best purchase ever!
Bob,bob836@outlook.com,+14414490149,Phone,Best phone,No,"Excellent product, highly recommend!"
Noah,noah837@hotmail.com,+13420074477,Laptop,Gaming laptop,No,Not worth the price.
David,david838@outlook.com,+16312117048,Headphones,Wireless headphones,Yes,Great value for money!
Sophia,sophia839@gmail.com,+17587987667,Shoes,Wireless headphones,No,"Defective piece, had to return."
Bob,bob840@outlook.com,+13944474511,Watch,Running shoes,Yes,"Good quality, but delivery was slow."
Bob,bob841@outlook.com,+11504292117,Phone,Smartwatch,No,"Works perfectly, will buy again."
David,david842@hotmail.com,+11041048457,Phone,Gaming laptop,No,"Excellent product, highly recommend!"
Liam,liam843@gmail.com,+13164097923,Watch,Smartwatch,Yes,"Good quality, but delivery was slow."
David,david844@yahoo.com,+19841693494,Laptop,Running shoes,Yes,Not worth the price.
Alice,alice845@outlook.com,+19604298088,Watch,Best phone,No,Best purchase ever!
Sophia,sophia846@yahoo.com,+18485626329,Headphones,Best phone,Yes,Not worth the price.
Liam,liam847@gmail.com,+15673424585,Phone,Gaming laptop,Yes,"Works perfectly, will buy again."
Charlie,charlie848@yahoo.com,+17673772536,Bag,Best phone,Yes,"Excellent product, highly recommend!"
Liam,liam849@outlook.com,+13825206471,Phone,Best phone,Yes,"Works perfectly, will buy again."
Bob,bob850@outlook.com,+19732627272,Phone,Wireless headphones,No,"Average quality, expected better."
David,david851@hotmail.com,+12845467997,Bag,Smartwatch,Yes,"Average quality, expected better."
Alice,alice852@outlook.com,+15421091891,Shoes,Running shoes,Yes,Not worth the price.
David,david853@gmail.com,+16167058943,Headphones,Running shoes,No,"Excellent product, highly recommend!"
Charlie,charlie854@yahoo.com,+17985545562,Shoes,Gaming laptop,Yes,"Excellent product, highly recommend!"
Charlie,charlie855@hotmail.com,+11054608020,Watch,Wireless headphones,Yes,Not worth the price.
Charlie,charlie856@gmail.com,+14268245428,Bag,Gaming laptop,No,"Good quality, but delivery was slow."
Liam,liam857@gmail.com,+14607534971,Laptop,Wireless headphones,No,Great value for money!
Emma,emma858@yahoo.com,+15872565964,Phone,Best phone,No,Best purchase ever!
Liam,liam859@gmail.com,+11527586143,Bag,Smartwatch,No,"Works perfectly, will buy again."
David,david860@gmail.com,+11025624653,Shoes,Best phone,Yes,"Average quality, expected better."
Liam,liam861@gmail.com,+18610756479,Watch,Best phone,No,Great value for money!
Sophia,sophia862@gmail.com,+17861912277,Watch,Gaming laptop,Yes,"Works perfectly, will buy again."
Liam,liam863@hotmail.com,+19173160680,Headphones,Gaming laptop,No,"Average quality, expected better."
Noah,noah864@hotmail.com,+11632225640,Watch,Best phone,No,"Good quality, but delivery was slow."
Emma,emma865@yahoo.com,+12350812989,Shoes,Smartwatch,No,"Average quality, expected better."
Charlie,charlie866@yahoo.com,+15728422935,Phone,Wireless headphones,No,"Excellent product, highly recommend!"
Bob,bob867@gmail.com,+13834134080,Shoes,Wireless headphones,Yes,"Average quality, expected better."
Alice,alice868@outlook.com,+13371046771,Phone,Running shoes,No,Not worth the price.
Bob,bob869@outlook.com,+12154367410,Bag,Wireless headphones,No,Great value for money!
David,david870@outlook.com,+11606431896,Bag,Gaming laptop,Yes,Not worth the price.
Noah,noah871@outlook.com,+18151617445,Watch,Running shoes,Yes,"Works perfectly, will buy again."
Alice,alice872@outlook.com,+19204918997,Headphones,Smartwatch,Yes,"Excellent product, highly recommend!"
Charlie,charlie873@yahoo.com,+19345648333,Watch,Running shoes,No,Not worth the price.
Sophia,sophia874@outlook.com,+19400936130,Shoes,Running shoes,No,"Defective piece, had to return."
Noah,noah875@yahoo.com,+14673637722,Phone,Wireless headphones,Yes,Not worth the price.
Noah,noah876@yahoo.com,+13087035226,Phone,Smartwatch,Yes,"Works perfectly, will buy again."
Noah,noah877@yahoo.com,+11647898401,Laptop,Best phone,No,"Defective piece, had to return."
Liam,liam878@outlook.com,+13586400656,Headphones,Best phone,Yes,"Defective piece, had to return."
David,david879@outlook.com,+11102340121,Laptop,Best phone,Yes,Best purchase ever!
David,david880@outlook.com,+14687686106,Watch,Best phone,No,"Good quality, but delivery was slow."
Alice,alice881@yahoo.com,+19403135097,Watch,Wireless headphones,No,"Defective piece, had to return."
Charlie,charlie882@yahoo.com,+16696396341,Laptop,Best phone,No,Not worth the price.
Liam,liam883@yahoo.com,+12276101114,Bag,Gaming laptop,Yes,"Average quality, expected better."
Charlie,charlie884@hotmail.com,+18131872962,Headphones,Running shoes,No,"Defective piece, had to return."
Alice,alice885@gmail.com,+13790559031,Shoes,Gaming laptop,No,"Average quality, expected better."
Liam,liam886@gmail.com,+16645348683,Bag,Best phone,No,"Good quality, but delivery was slow."
Emma,emma887@gmail.com,+11408878249,Phone,Running shoes,Yes,"Excellent product, highly recommend!"
Bob,bob888@outlook.com,+18875423547,Shoes,Gaming laptop,Yes,"Average quality, expected better."
David,david889@hotmail.com,+15649844279,Laptop,Smartwatch,No,"Works perfectly, will buy again."
Noah,noah890@hotmail.com,+13249442505,Phone,Wireless headphones,No,"Works perfectly, will buy again."
Liam,liam891@gmail.com,+12620469901,Bag,Wireless headphones,Yes,"Excellent product, highly recommend!"
Charlie,charlie892@hotmail.com,+19007317683,Laptop,Best phone,Yes,"Average quality, expected better."
David,david893@gmail.com,+11082115906,Laptop,Smartwatch,No,"Defective piece, had to return."
Liam,liam894@yahoo.com,+18721808998,Headphones,Smartwatch,No,Best purchase ever!
Emma,emma895@hotmail.com,+19433194133,Shoes,Gaming laptop,No,"Good quality, but delivery was slow."
David,david896@hotmail.com,+17068901045,Bag,Running shoes,Yes,Great value for money!
Charlie,charlie897@yahoo.com,+19171869446,Phone,Best phone,Yes,"Works perfectly, will buy again."
Bob,bob898@yahoo.com,+12596920292,Phone,Smartwatch,No,"Average quality, expected better."
David,david899@hotmail.com,+15544152647,Bag,Gaming laptop,No,"Works perfectly, will buy again."
David,david900@outlook.com,+16479305007,Watch,Smartwatch,Yes,Great value for money!
Bob,bob901@gmail.com,+14894731921,Phone,Wireless headphones,Yes,Best purchase ever!
